"CODIBGE","REGIAO","UF","CIDADE","PAIS","LOCCIDADE","POPESTIMADA","POPCLASSE"
1718907,"Norte","TO","Santa Rosa do Tocantins","Brasil","Santa Rosa do Tocantins, TO",4833,"Até 5000"
1719004,"Norte","TO","Santa Tereza do Tocantins","Brasil","Santa Tereza do Tocantins, TO",2825,"Até 5000"
1720002,"Norte","TO","Santa Terezinha do Tocantins","Brasil","Santa Terezinha do Tocantins, TO",2550,"Até 5000"
1720101,"Norte","TO","São Bento do Tocantins","Brasil","São Bento do Tocantins, TO",5231,"5001 até 10000"
1720150,"Norte","TO","São Félix do Tocantins","Brasil","São Félix do Tocantins, TO",1571,"Até 5000"
1720200,"Norte","TO","São Miguel do Tocantins","Brasil","São Miguel do Tocantins, TO",11906,"10001 até 20000"
1720259,"Norte","TO","São Salvador do Tocantins","Brasil","São Salvador do Tocantins, TO",3084,"Até 5000"
1720309,"Norte","TO","São Sebastião do Tocantins","Brasil","São Sebastião do Tocantins, TO",4749,"Até 5000"
1720499,"Norte","TO","São Valério","Brasil","São Valério, TO",4111,"Até 5000"
1720655,"Norte","TO","Silvanópolis","Brasil","Silvanópolis, TO",5399,"5001 até 10000"
1720804,"Norte","TO","Sítio Novo do Tocantins","Brasil","Sítio Novo do Tocantins, TO",9192,"5001 até 10000"
1720853,"Norte","TO","Sucupira","Brasil","Sucupira, TO",1941,"Até 5000"
1720903,"Norte","TO","Taguatinga","Brasil","Taguatinga, TO",16530,"10001 até 20000"
1720937,"Norte","TO","Taipas do Tocantins","Brasil","Taipas do Tocantins, TO",2130,"Até 5000"
1720978,"Norte","TO","Talismã","Brasil","Talismã, TO",2777,"Até 5000"
1721000,"Norte","TO","Palmas","Brasil","Palmas, TO",286787,"100001 até 500000"
1721109,"Norte","TO","Tocantínia","Brasil","Tocantínia, TO",7460,"5001 até 10000"
1721208,"Norte","TO","Tocantinópolis","Brasil","Tocantinópolis, TO",23119,"20001 até 50000"
1721257,"Norte","TO","Tupirama","Brasil","Tupirama, TO",1843,"Até 5000"
1721307,"Norte","TO","Tupiratins","Brasil","Tupiratins, TO",2574,"Até 5000"
1722081,"Norte","TO","Wanderlândia","Brasil","Wanderlândia, TO",11677,"10001 até 20000"
1722107,"Norte","TO","Xambioá","Brasil","Xambioá, TO",11683,"10001 até 20000"
2100055,"Nordeste","MA","Açailândia","Brasil","Açailândia, MA",111339,"100001 até 500000"
2100105,"Nordeste","MA","Afonso Cunha","Brasil","Afonso Cunha, MA",6486,"5001 até 10000"
2100154,"Nordeste","MA","Água Doce do Maranhão","Brasil","Água Doce do Maranhão, MA",12457,"10001 até 20000"
2100204,"Nordeste","MA","Alcântara","Brasil","Alcântara, MA",21673,"20001 até 50000"
2100303,"Nordeste","MA","Aldeias Altas","Brasil","Aldeias Altas, MA",26387,"20001 até 50000"
2100402,"Nordeste","MA","Altamira do Maranhão","Brasil","Altamira do Maranhão, MA",8070,"5001 até 10000"
2100436,"Nordeste","MA","Alto Alegre do Maranhão","Brasil","Alto Alegre do Maranhão, MA",26872,"20001 até 50000"
2100477,"Nordeste","MA","Alto Alegre do Pindaré","Brasil","Alto Alegre do Pindaré, MA",31312,"20001 até 50000"
2100501,"Nordeste","MA","Alto Parnaíba","Brasil","Alto Parnaíba, MA",11001,"10001 até 20000"
2100550,"Nordeste","MA","Amapá do Maranhão","Brasil","Amapá do Maranhão, MA",6895,"5001 até 10000"
2100600,"Nordeste","MA","Amarante do Maranhão","Brasil","Amarante do Maranhão, MA",41106,"20001 até 50000"
2100709,"Nordeste","MA","Anajatuba","Brasil","Anajatuba, MA",27352,"20001 até 50000"
2100808,"Nordeste","MA","Anapurus","Brasil","Anapurus, MA",15696,"10001 até 20000"
2100832,"Nordeste","MA","Apicum-Açu","Brasil","Apicum-Açu, MA",18374,"10001 até 20000"
2100873,"Nordeste","MA","Araguanã","Brasil","Araguanã, MA",15332,"10001 até 20000"
2100907,"Nordeste","MA","Araioses","Brasil","Araioses, MA",46074,"20001 até 50000"
1502707,"Norte","PA","Conceição do Araguaia","Brasil","Conceição do Araguaia, PA",46571,"20001 até 50000"
2101103,"Nordeste","MA","Axixá","Brasil","Axixá, MA",11975,"10001 até 20000"
2101202,"Nordeste","MA","Bacabal","Brasil","Bacabal, MA",103359,"100001 até 500000"
2101251,"Nordeste","MA","Bacabeira","Brasil","Bacabeira, MA",17053,"10001 até 20000"
2101301,"Nordeste","MA","Bacuri","Brasil","Bacuri, MA",17435,"10001 até 20000"
2101350,"Nordeste","MA","Bacurituba","Brasil","Bacurituba, MA",5574,"5001 até 10000"
2101400,"Nordeste","MA","Balsas","Brasil","Balsas, MA",94779,"50001 até 100000"
2101509,"Nordeste","MA","Barão de Grajaú","Brasil","Barão de Grajaú, MA",18619,"10001 até 20000"
2101608,"Nordeste","MA","Barra do Corda","Brasil","Barra do Corda, MA",87135,"50001 até 100000"
2101707,"Nordeste","MA","Barreirinhas","Brasil","Barreirinhas, MA",62458,"50001 até 100000"
2101731,"Nordeste","MA","Belágua","Brasil","Belágua, MA",7422,"5001 até 10000"
2101772,"Nordeste","MA","Bela Vista do Maranhão","Brasil","Bela Vista do Maranhão, MA",11103,"10001 até 20000"
2101806,"Nordeste","MA","Benedito Leite","Brasil","Benedito Leite, MA",5528,"5001 até 10000"
2101905,"Nordeste","MA","Bequimão","Brasil","Bequimão, MA",20881,"20001 até 50000"
2101939,"Nordeste","MA","Bernardo do Mearim","Brasil","Bernardo do Mearim, MA",5973,"5001 até 10000"
2101970,"Nordeste","MA","Boa Vista do Gurupi","Brasil","Boa Vista do Gurupi, MA",9320,"5001 até 10000"
2102002,"Nordeste","MA","Bom Jardim","Brasil","Bom Jardim, MA",41120,"20001 até 50000"
2102036,"Nordeste","MA","Bom Jesus das Selvas","Brasil","Bom Jesus das Selvas, MA",34278,"20001 até 50000"
2102077,"Nordeste","MA","Bom Lugar","Brasil","Bom Lugar, MA",16214,"10001 até 20000"
2102101,"Nordeste","MA","Brejo","Brasil","Brejo, MA",36102,"20001 até 50000"
2102150,"Nordeste","MA","Brejo de Areia","Brasil","Brejo de Areia, MA",8696,"5001 até 10000"
2102200,"Nordeste","MA","Buriti","Brasil","Buriti, MA",28306,"20001 até 50000"
2102309,"Nordeste","MA","Buriti Bravo","Brasil","Buriti Bravo, MA",23495,"20001 até 50000"
2102325,"Nordeste","MA","Buriticupu","Brasil","Buriticupu, MA",71979,"50001 até 100000"
2102358,"Nordeste","MA","Buritirana","Brasil","Buritirana, MA",15180,"10001 até 20000"
2102374,"Nordeste","MA","Cachoeira Grande","Brasil","Cachoeira Grande, MA",8930,"5001 até 10000"
2102408,"Nordeste","MA","Cajapió","Brasil","Cajapió, MA",11019,"10001 até 20000"
2102507,"Nordeste","MA","Cajari","Brasil","Cajari, MA",19110,"10001 até 20000"
2102556,"Nordeste","MA","Campestre do Maranhão","Brasil","Campestre do Maranhão, MA",14219,"10001 até 20000"
2102606,"Nordeste","MA","Cândido Mendes","Brasil","Cândido Mendes, MA",19943,"10001 até 20000"
2102705,"Nordeste","MA","Cantanhede","Brasil","Cantanhede, MA",21759,"20001 até 50000"
2102754,"Nordeste","MA","Capinzal do Norte","Brasil","Capinzal do Norte, MA",10713,"10001 até 20000"
2102804,"Nordeste","MA","Carolina","Brasil","Carolina, MA",23803,"20001 até 50000"
2102903,"Nordeste","MA","Carutapera","Brasil","Carutapera, MA",23576,"20001 até 50000"
2103000,"Nordeste","MA","Caxias","Brasil","Caxias, MA",162657,"100001 até 500000"
2103109,"Nordeste","MA","Cedral","Brasil","Cedral, MA",10490,"10001 até 20000"
